user_id,avg_daily_minutes,number_of_playlists,skips_per_day,support_tickets,days_since_last_login,churned,subscription_type_premium,top_genre_country,top_genre_electronic,top_genre_hip-hop,top_genre_jazz,top_genre_pop,top_genre_rock,country_BR,country_CA,country_DE,country_FR,country_IN,country_PK,country_RU,country_UK,country_US,engagement_score
user_62,152.7,8,5,0,2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,62.279999999999994
user_63,98.1,5,5,0,7,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,39.04
user_64,40.5,4,7,0,37,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.299999999999997
user_65,59.2,5,3,0,5,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,24.080000000000002
user_66,85.6,0,9,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,32.34
user_67,105.8,3,10,0,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40.22
user_68,132.1,5,9,0,9,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,51.64000000000001
user_69,74.4,4,8,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,29.360000000000003
user_70,98.8,4,10,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,38.620000000000005
user_72,22.6,5,8,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8.940000000000001
user_73,103.2,0,8,0,10,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,38.68
user_74,120.3,4,5,0,8,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47.52000000000001
user_75,63.4,3,9,0,6,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,23.859999999999996
user_76,22.9,3,5,0,4,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,8.66
user_77,68.4,0,4,0,18,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,24.76
user_78,45.2,0,3,0,11,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16.38
user_79,87.0,2,7,1,3,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,33.70000000000001
user_80,138.9,6,2,2,16,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,55.36
user_81,59.4,2,8,0,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22.360000000000003
user_82,102.3,8,3,0,14,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,41.32
user_83,99.2,2,7,0,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,38.48000000000001
user_84,110.7,4,3,0,29,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,41.980000000000004
user_85,122.9,6,2,0,3,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,50.260000000000005
user_86,182.8,7,1,0,13,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,73.72
user_87,138.7,6,4,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,56.48
user_88,33.1,0,10,0,21,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.140000000000002
user_89,95.2,4,6,0,9,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,37.18000000000001
user_90,103.1,4,5,0,17,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,39.74
user_91,105.9,5,0,0,16,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,42.260000000000005
user_92,77.8,3,9,1,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,30.220000000000002
user_93,129.3,7,7,0,1,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,52.32000000000001
user_94,55.2,1,4,1,6,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,20.98
user_95,129.7,3,6,0,32,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,48.37999999999999
user_96,106.0,0,2,0,20,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,40.00000000000001
user_97,126.7,5,5,0,34,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,47.78000000000001
user_98,96.8,9,6,0,11,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,39.12
user_99,184.6,3,7,1,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,73.34
user_100,125.5,4,7,2,9,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,49.10000000000001
user_101,94.8,3,0,1,8,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,38.02
user_102,104.2,1,6,0,16,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,39.18
user_103,93.0,5,1,0,26,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,35.9
user_104,114.9,1,4,0,16,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,43.86000000000001
user_105,68.6,7,4,0,5,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,28.24
user_106,157.1,4,4,0,20,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,61.24000000000001
user_107,120.2,5,3,0,5,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,48.480000000000004
user_108,138.7,2,6,1,11,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,53.779999999999994
user_109,74.0,7,5,0,7,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,30.000000000000004
user_110,97.5,5,9,0,19,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36.800000000000004
user_111,181.8,8,4,0,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,74.22000000000003
user_112,89.1,4,7,0,2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,35.24
user_113,91.8,0,1,2,23,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,34.22
user_114,58.8,5,0,0,15,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,23.52
user_115,168.9,2,0,0,6,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,67.56
user_116,58.3,1,6,0,3,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,22.12
user_117,80.9,6,6,1,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,32.76
user_118,91.8,6,4,0,6,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,37.12
user_119,90.4,6,3,0,1,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,37.26
user_120,96.2,2,4,0,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,37.88000000000001
user_121,118.9,2,2,0,20,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,45.760000000000005
user_122,66.4,3,3,0,13,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,25.56
user_123,44.1,0,4,0,9,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,15.94
user_124,50.9,3,0,1,13,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,19.959999999999997
user_125,137.3,5,14,0,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,53.52000000000001
user_126,153.6,8,0,2,2,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,63.63999999999999
user_127,37.3,0,3,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.22
user_128,27.6,2,7,0,11,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.14
user_129,59.8,4,5,0,8,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,23.32
user_130,94.2,4,9,1,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,36.980000000000004
user_131,93.7,2,7,0,4,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36.28000000000001
user_132,177.3,5,5,1,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,71.22
user_133,100.5,4,3,0,1,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,40.7
user_134,94.1,0,7,0,40,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,32.24
user_135,52.8,0,3,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,20.419999999999998
user_136,142.7,6,5,0,8,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,57.08
user_137,69.9,6,3,0,3,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,28.860000000000003
user_138,137.1,5,0,0,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,56.14
user_139,67.8,0,6,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,25.82
user_140,70.2,10,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,31.080000000000002
user_141,34.2,1,8,0,2,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,12.180000000000003
user_142,102.7,7,7,0,9,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,40.88000000000001
user_143,45.9,3,6,0,17,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,16.36
user_144,53.9,2,5,0,1,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,21.060000000000002
user_145,122.6,4,8,2,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,48.54
user_146,127.6,3,6,1,1,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,50.63999999999999
user_147,131.8,4,5,0,4,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,52.52000000000001
user_148,122.3,1,7,1,16,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,46.22
user_149,58.9,2,0,0,13,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,22.860000000000003
user_150,49.5,0,5,0,22,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,16.6
user_151,144.9,0,5,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,56.86000000000001
user_152,143.1,5,6,0,4,0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,57.14
user_153,130.2,4,6,0,22,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,49.879999999999995
user_154,188.1,4,6,0,3,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.94
user_155,144.9,3,5,0,14,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,56.46000000000001
user_156,45.7,1,7,0,17,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,15.480000000000004
user_157,51.9,0,3,1,2,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,19.96
user_158,71.3,3,7,0,10,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,27.02
user_159,132.4,8,2,0,2,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,54.760000000000005
user_160,22.7,2,7,0,5,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.779999999999999
user_161,139.6,4,5,1,7,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,55.34
user_162,86.2,4,5,0,20,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,32.68000000000001
user_163,63.3,3,6,0,12,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,23.82
user_164,126.7,5,1,0,9,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,51.080000000000005
user_165,167.8,3,2,2,41,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,63.52
user_166,116.2,10,6,0,5,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,47.78
user_167,115.3,4,1,0,7,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,46.42
user_168,70.4,4,6,0,4,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,27.760000000000005
user_169,49.9,5,4,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20.56
user_170,74.9,4,1,0,5,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.460000000000004
user_171,53.1,3,10,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,20.14
user_172,153.8,2,6,1,32,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,57.720000000000006
user_173,51.9,0,12,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,18.36
user_174,121.8,3,7,0,22,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,46.019999999999996
user_175,42.8,0,4,0,8,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,15.52
user_176,103.7,7,0,0,5,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,43.080000000000005
user_177,97.4,0,3,1,19,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,36.46000000000001
user_178,48.9,1,6,0,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18.360000000000003
user_179,86.7,8,7,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,35.68
user_180,98.1,0,2,0,11,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,37.74
user_181,44.3,2,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,18.02
user_182,141.4,6,2,0,19,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,56.06
user_183,109.2,7,1,0,3,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,45.28000000000001
user_184,78.5,0,10,0,22,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,27.200000000000003
user_185,44.3,4,2,0,8,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,17.72
user_186,77.7,6,0,0,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,32.38
user_187,57.5,8,5,2,14,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,23.0
user_188,117.1,6,4,2,16,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,46.24
user_189,109.1,4,5,0,10,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,42.84
user_190,8.7,0,3,0,18,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1.0799999999999998
user_191,120.6,5,3,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,49.14
user_192,36.7,0,6,0,8,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.68
user_193,150.9,5,5,2,9,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,59.96000000000001
user_194,149.5,2,6,0,24,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,56.800000000000004
user_195,4.8,0,3,0,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.2199999999999998
user_196,60.8,1,5,0,9,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,22.720000000000002
user_197,41.7,0,2,0,12,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,15.080000000000005
user_198,79.4,6,0,0,6,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,32.96
user_199,74.8,2,2,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,30.120000000000005
user_200,141.0,6,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,58.2
user_201,136.8,1,8,0,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,53.32
user_202,98.9,5,3,0,6,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,39.86
user_203,101.2,8,7,2,16,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,39.88
user_204,103.1,2,7,2,8,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,39.64000000000001
user_205,38.2,1,4,0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.580000000000002
user_206,138.6,7,5,0,13,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,55.24
user_207,136.8,7,7,0,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,55.220000000000006
user_208,133.8,1,4,1,43,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,48.72000000000001
user_209,72.9,2,5,0,24,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,26.360000000000007
user_210,81.7,5,4,0,35,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,29.880000000000003
user_211,58.8,3,5,0,3,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,23.119999999999997
user_212,60.9,0,6,0,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,23.06
user_213,66.7,1,8,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,25.380000000000003
user_214,93.2,5,0,1,15,0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,37.28
user_215,91.0,0,5,0,2,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,35.199999999999996
user_216,86.7,3,5,0,16,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,32.98
user_217,44.5,4,11,0,20,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,14.8
user_218,49.1,0,0,0,13,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,18.34
user_219,47.4,1,0,0,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.96
user_220,92.4,1,1,0,11,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,35.959999999999994
user_221,89.5,1,4,0,9,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,34.400000000000006
user_222,140.2,7,9,0,7,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,55.68
user_223,100.9,3,3,0,15,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,39.160000000000004
user_224,103.3,4,4,0,34,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,38.32000000000001
user_225,162.6,3,2,0,16,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,63.940000000000005
user_226,134.1,3,2,0,7,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,53.44
user_227,166.4,8,3,0,21,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,66.26000000000002
user_228,108.4,6,8,2,8,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,42.760000000000005
user_229,114.7,3,0,0,12,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,45.58
user_230,38.1,0,4,0,2,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,14.240000000000002
user_231,104.5,5,4,0,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,41.900000000000006
user_232,95.7,4,6,0,4,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,37.88
user_233,80.5,5,6,1,15,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,31.0
user_234,49.2,3,6,0,20,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,17.380000000000003
user_235,144.6,6,8,0,9,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,57.14
user_236,155.1,3,6,0,21,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,59.63999999999999
user_237,115.0,5,8,0,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,45.8
user_238,95.5,5,6,0,7,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,37.8
user_239,65.7,2,0,0,10,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,25.880000000000003
user_240,142.4,7,5,0,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,57.96000000000001
user_241,67.5,5,4,0,10,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,26.7
user_242,128.4,5,6,1,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,51.660000000000004
user_243,92.2,0,5,0,4,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,35.480000000000004
user_244,99.0,4,5,0,20,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.800000000000004
